hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0005,B02510,,2021-01-01 00:31:39,,2021-01-01 00:42:54,2021-01-01 01:03:29,157,25,8.776,1235,25.57,0.0,0.77,2.27,0.0,,0.0,20.08,N,N,N,N,N
HV0003,B02836,B02836,2021-01-01 00:24:33,2021-01-01 00:27:19,2021-01-01 00:29:21,2021-01-01 00:39:07,129,173,1.08,586,10.13,0.0,0.3,0.9,0.0,,0.0,9.94,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:39:07,2021-01-01 00:44:27,2021-01-01 00:45:24,2021-01-01 00:55:42,70,92,2.83,618,12.31,0.0,0.37,1.09,0.0,,0.0,11.17,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:23:10,,2021-01-01 00:37:33,2021-01-01 00:50:34,61,77,2.932,781,11.1,0.0,0.33,0.99,0.0,,0.0,9.79,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:48:38,,2021-01-01 00:53:59,2021-01-01 01:04:54,76,35,1.278,655,7.23,0.0,0.22,0.64,0.0,,0.0,6.9,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:26:40,,2021-01-01 00:28:21,2021-01-01 00:41:30,90,50,2.863,789,10.62,0.0,0.32,0.94,2.75,,0.0,9.79,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:40:32,2021-01-01 00:42:35,2021-01-01 00:43:37,2021-01-01 00:49:32,17,61,1.24,355,7.91,0.0,0.24,0.7,0.0,,0.0,7.21,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:51:26,2021-01-01 00:53:03,2021-01-01 00:55:03,2021-01-01 01:12:41,61,177,2.24,1058,16.42,0.0,0.49,1.46,0.0,,0.0,13.14,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:51:34,,2021-01-01 00:56:07,2021-01-01 01:21:06,249,7,6.872,1499,26.75,0.28,0.81,2.4,2.75,,0.0,20.18,N,N,N,N,N
HV0003,B02878,B02878,2020-12-31 23:57:04,2021-01-01 00:00:16,2021-01-01 00:00:50,2021-01-01 00:13:16,49,37,2.57,746,13.68,0.0,0.41,1.21,0.0,,0.0,10.26,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:14:50,2021-01-01 00:17:42,2021-01-01 00:19:08,2021-01-01 00:40:19,37,234,5.46,1271,21.99,0.0,0.66,1.95,2.75,,0.0,17.84,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:07:03,2021-01-01 00:10:47,2021-01-01 00:12:47,2021-01-01 00:38:06,35,225,3.67,1519,16.45,0.0,0.49,1.46,0.0,,0.0,19.02,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:37:03,2021-01-01 00:40:27,2021-01-01 00:41:54,2021-01-01 00:51:39,225,36,1.74,585,8.82,0.0,0.26,0.78,0.0,,0.0,9.08,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:50:16,2021-01-01 00:53:03,2021-01-01 00:54:01,2021-01-01 01:20:22,36,129,10.31,1581,29.17,0.0,0.88,2.59,0.0,,1.5,26.86,N,N, ,N,N
HV0003,B02512,B02512,2021-01-01 00:22:43,2021-01-01 00:23:56,2021-01-01 00:25:22,2021-01-01 00:42:22,170,230,1.49,1020,12.27,0.0,0.37,1.09,2.75,,0.0,18.18,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:17:03,2021-01-01 00:19:23,2021-01-01 00:19:37,2021-01-01 00:29:11,125,170,2.07,574,9.07,0.0,0.46,0.84,2.75,,2.82,10.1,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:30:32,2021-01-01 00:34:35,2021-01-01 00:36:03,2021-01-01 00:42:18,107,113,1.17,375,8.55,0.0,0.56,0.77,2.75,,4.7,8.42,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:47:51,2021-01-01 00:49:03,2021-01-01 00:49:31,2021-01-01 00:54:50,113,90,1.05,319,7.91,0.0,0.24,0.7,2.75,,0.0,8.42,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:10:39,2021-01-01 00:13:03,2021-01-01 00:14:51,2021-01-01 00:31:44,4,42,8.42,1013,23.49,0.0,0.71,2.11,2.75,,0.0,18.55,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:32:20,2021-01-01 00:33:43,2021-01-01 00:35:39,2021-01-01 00:40:21,42,42,1.53,282,7.91,0.0,0.24,0.7,0.0,,0.0,6.17,N,N, ,N,N
HV0003,B02882,B02882,2021-01-01 00:19:00,2021-01-01 00:21:11,2021-01-01 00:23:12,2021-01-01 00:46:01,256,150,17.65,1369,55.24,0.0,1.66,4.9,0.0,,0.0,39.53,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:09:00,2021-01-01 00:11:40,2021-01-01 00:12:00,2021-01-01 00:21:49,82,56,1.98,589,8.74,0.0,0.26,0.78,0.0,,0.0,8.87,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:23:18,2021-01-01 00:26:48,2021-01-01 00:27:12,2021-01-01 00:30:48,56,56,0.7,216,7.91,0.0,0.24,0.7,0.0,,0.0,7.15,N,N, ,N,N
HV0003,B02864,B02864,2021-01-01 00:01:48,2021-01-01 00:02:34,2021-01-01 00:04:13,2021-01-01 00:25:11,107,230,1.71,1258,10.91,0.0,0.33,0.97,2.75,,0.0,18.13,N,N, ,N,N
HV0003,B02864,B02864,2021-01-01 00:52:45,2021-01-01 00:56:16,2021-01-01 00:57:06,2021-01-01 01:18:02,239,33,8.98,1256,25.65,0.0,1.26,2.3,2.75,,7.45,25.42,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:02:31,2021-01-01 00:04:50,2021-01-01 00:05:09,2021-01-01 00:11:48,244,243,1.18,399,7.91,0.0,0.24,0.7,0.0,,0.0,6.14,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:14:26,2021-01-01 00:15:58,2021-01-01 00:17:27,2021-01-01 00:33:39,243,168,4.4,972,21.03,0.0,0.63,1.87,0.0,,0.0,13.72,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:34:35,2021-01-01 00:37:06,2021-01-01 00:38:14,2021-01-01 00:54:23,168,208,8.13,969,21.32,0.0,0.64,1.89,0.0,,0.0,17.82,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:54:00,2021-01-01 00:56:50,2021-01-01 00:58:50,2021-01-01 01:10:49,208,242,4.48,719,16.64,0.0,0.5,1.48,0.0,,0.0,13.94,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:06:22,2021-01-01 00:06:37,2021-01-01 00:08:37,2021-01-01 00:19:22,144,137,2.03,645,9.91,0.0,0.3,0.88,2.75,,0.0,8.61,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:38:58,2021-01-01 00:41:25,2021-01-01 00:43:25,2021-01-01 00:50:34,80,112,0.79,429,8.28,0.0,0.25,0.73,0.0,,0.0,7.23,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:19:50,2021-01-01 00:20:44,2021-01-01 00:22:44,2021-01-01 00:45:05,166,213,7.84,1341,26.53,0.0,0.98,2.9,0.0,,0.0,20.37,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:39:45,2021-01-01 00:47:32,2021-01-01 00:49:32,2021-01-01 01:11:46,213,247,6.11,1334,26.07,0.0,0.78,2.31,0.0,,0.0,19.39,N,N, ,N,N
HV0003,B02882,B02882,2021-01-01 00:11:34,2021-01-01 00:12:32,2021-01-01 00:13:04,2021-01-01 00:26:40,141,68,2.82,816,13.56,0.0,0.41,1.2,2.75,,0.0,16.73,N,N, ,N,N
HV0003,B02882,B02882,2021-01-01 00:31:33,2021-01-01 00:32:48,2021-01-01 00:34:49,2021-01-01 00:50:19,68,114,1.92,930,14.41,0.0,0.43,1.28,2.75,,0.0,16.69,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:11:59,,2021-01-01 00:13:56,2021-01-01 00:17:17,91,39,0.73,201,7.24,0.0,0.22,0.64,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:17:47,,2021-01-01 00:20:53,2021-01-01 00:34:25,39,177,3.051,812,13.05,0.0,0.39,1.16,0.0,,0.0,10.19,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:32:34,,2021-01-01 00:45:40,2021-01-01 00:56:12,77,35,1.393,632,7.26,0.0,0.22,0.64,0.0,,0.0,6.84,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:49:23,,2021-01-01 00:58:29,2021-01-01 01:10:01,35,39,2.623,692,11.62,0.0,0.24,0.7,0.0,,0.0,8.71,N,N,N,N,N
HV0003,B02871,B02871,2021-01-01 00:24:19,2021-01-01 00:25:45,2021-01-01 00:27:51,2021-01-01 00:41:59,151,75,2.25,848,12.84,0.0,0.39,1.14,0.0,,0.0,10.86,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:42:07,2021-01-01 00:43:13,2021-01-01 00:44:12,2021-01-01 01:03:04,75,56,10.28,1132,24.87,6.12,0.93,2.75,0.0,,0.0,22.09,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:30:42,2021-01-01 00:32:29,2021-01-01 00:34:10,2021-01-01 01:03:48,75,37,17.3,1778,37.87,6.12,1.32,3.9,0.0,,0.0,34.6,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:35:07,2021-01-01 00:36:06,2021-01-01 00:37:04,2021-01-01 00:46:25,113,224,1.72,561,8.69,0.0,0.26,0.77,2.75,,0.0,13.35,N,N, ,N,Y
HV0003,B02875,B02875,2021-01-01 00:52:48,2021-01-01 00:57:22,2021-01-01 00:57:44,2021-01-01 01:05:58,79,249,1.3,494,8.61,0.0,0.44,0.77,2.75,,2.82,12.02,N,N, ,N,Y
HV0003,B02875,B02875,2021-01-01 00:00:45,2021-01-01 00:02:21,2021-01-01 00:04:18,2021-01-01 00:10:13,179,7,1.24,355,8.16,0.0,0.24,0.72,0.0,,0.0,7.36,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:32:00,2021-01-01 00:35:16,2021-01-01 00:37:12,2021-01-01 00:45:17,7,223,1.22,485,8.35,0.0,0.25,0.74,0.0,,0.0,7.5,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:44:31,2021-01-01 00:47:08,2021-01-01 00:49:05,2021-01-01 01:04:00,179,263,5.54,895,18.85,6.12,0.75,2.22,2.75,,0.0,15.38,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:13:18,2021-01-01 00:16:09,2021-01-01 00:16:21,2021-01-01 00:28:03,129,226,5.53,702,18.03,0.0,0.54,1.6,0.0,,0.0,18.27,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:27:59,2021-01-01 00:31:29,2021-01-01 00:32:01,2021-01-01 00:45:43,226,95,4.7,822,17.25,0.0,0.52,1.53,0.0,,0.0,18.36,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:42:59,2021-01-01 00:49:13,2021-01-01 00:50:53,2021-01-01 00:57:54,95,135,2.05,421,11.46,0.0,0.34,1.02,0.0,,0.0,12.09,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:07:20,2021-01-01 00:09:19,2021-01-01 00:11:03,2021-01-01 00:24:34,124,63,4.84,811,17.31,0.0,0.52,1.54,0.0,,0.0,12.13,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:28:14,2021-01-01 00:34:59,2021-01-01 00:37:00,2021-01-01 01:04:37,258,130,5.57,1657,24.78,0.0,0.74,2.2,0.0,,0.0,20.01,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:18:00,2021-01-01 00:18:44,2021-01-01 00:20:45,2021-01-01 00:32:47,256,4,2.44,722,10.35,0.0,0.31,0.92,2.75,,0.0,9.3,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:39:08,2021-01-01 00:42:24,2021-01-01 00:42:57,2021-01-01 00:58:01,79,255,3.57,904,16.24,0.0,0.49,1.44,2.75,,0.0,12.07,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:54:38,2021-01-01 00:59:40,2021-01-01 00:59:49,2021-01-01 01:12:03,255,137,4.44,734,16.27,0.0,0.67,1.99,2.75,,0.0,11.6,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:00:58,2021-01-01 00:03:35,2021-01-01 00:05:02,2021-01-01 00:20:06,263,87,6.94,904,24.09,0.0,0.99,2.15,2.75,,4.21,19.55,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:20:53,2021-01-01 00:23:19,2021-01-01 00:24:21,2021-01-01 00:33:01,87,158,1.98,520,9.8,0.0,0.29,0.87,2.75,,0.0,7.97,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:35:10,2021-01-01 00:35:51,2021-01-01 00:36:14,2021-01-01 00:43:55,90,114,1.14,461,9.44,0.0,0.28,0.84,2.75,,0.0,8.24,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:52:28,2021-01-01 00:53:55,2021-01-01 00:55:00,2021-01-01 01:03:33,170,79,1.53,513,9.44,0.0,0.28,0.84,2.75,,0.0,8.24,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:12:00,,2021-01-01 00:16:01,2021-01-01 00:20:15,95,134,0.833,254,7.3,0.0,0.22,0.65,0.0,,1.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:21:20,,2021-01-01 00:26:24,2021-01-01 00:40:20,28,53,6.232,836,17.85,0.0,0.46,1.36,0.0,,3.93,13.92,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:36:43,,2021-01-01 00:42:36,2021-01-01 00:57:27,53,197,7.096,891,23.23,0.0,0.7,2.06,0.0,,0.0,15.34,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:16:18,,2021-01-01 00:19:53,2021-01-01 00:26:26,69,69,0.848,393,7.29,0.0,0.22,0.65,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:19:40,,2021-01-01 00:37:38,2021-01-01 00:56:55,235,152,5.654,1157,26.84,0.0,0.81,2.38,0.0,,0.0,18.93,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:54:45,,2021-01-01 00:59:39,2021-01-01 01:22:42,166,249,7.272,1383,38.45,0.0,1.15,3.41,2.75,,3.0,29.39,N,N,N,N,N
HV0003,B02866,B02866,2021-01-01 00:23:29,2021-01-01 00:24:45,2021-01-01 00:26:45,2021-01-01 00:53:05,234,265,6.43,1580,22.97,20.0,1.29,0.0,0.0,,0.0,24.43,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:25:45,2021-01-01 00:30:18,2021-01-01 00:32:18,2021-01-01 01:27:37,165,265,22.61,3319,87.06,0.0,2.6,7.73,0.0,,0.0,64.5,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:05:07,2021-01-01 00:06:29,2021-01-01 00:06:29,2021-01-01 00:32:43,37,39,5.26,1574,25.23,0.0,0.76,2.24,0.0,,0.0,19.75,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:39:28,2021-01-01 00:41:37,2021-01-01 00:43:38,2021-01-01 00:55:30,35,222,2.09,712,12.03,0.0,0.36,1.07,0.0,,0.0,9.03,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:05:01,,2021-01-01 00:08:27,2021-01-01 00:12:36,82,82,0.601,249,6.68,0.0,0.15,0.43,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:18:19,,2021-01-01 00:20:30,2021-01-01 00:34:34,260,198,3.624,844,14.61,0.0,0.44,1.3,0.0,,0.0,11.08,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:32:20,,2021-01-01 00:37:41,2021-01-01 00:47:47,198,258,2.393,606,10.37,0.0,0.31,0.92,0.0,,0.0,7.73,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:46:41,,2021-01-01 00:50:40,2021-01-01 01:04:25,258,124,3.658,825,12.46,0.0,0.37,1.11,0.0,,0.0,10.96,N,N,N,N,N
HV0003,B02872,B02872,2021-01-01 00:21:00,2021-01-01 00:22:46,2021-01-01 00:24:48,2021-01-01 00:35:05,181,61,2.35,617,13.12,0.0,0.39,1.16,0.0,,0.0,12.2,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:50:44,2021-01-01 00:52:38,2021-01-01 00:53:29,2021-01-01 00:57:53,49,49,0.5,264,7.91,0.0,0.24,0.7,0.0,,0.0,9.84,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:55:45,2021-01-01 00:58:06,2021-01-01 00:59:04,2021-01-01 01:09:06,49,177,2.59,602,11.63,0.0,0.35,1.03,0.0,,0.0,12.34,N,N, ,N,N
HV0003,B02867,B02867,2021-01-01 00:21:10,2021-01-01 00:23:29,2021-01-01 00:23:50,2021-01-01 00:57:53,231,265,25.04,2043,63.79,0.0,3.05,5.71,2.75,,17.56,49.04,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:39:59,2021-01-01 00:41:52,2021-01-01 00:42:12,2021-01-01 00:46:19,75,168,1.6,247,7.91,0.0,0.24,0.7,0.0,,0.0,6.03,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:45:11,2021-01-01 00:47:20,2021-01-01 00:48:15,2021-01-01 00:56:18,168,41,1.97,483,9.79,0.0,0.29,0.87,0.0,,0.0,6.86,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:52:11,2021-01-01 00:56:40,2021-01-01 00:57:12,2021-01-01 01:11:23,75,179,4.96,851,16.18,6.12,0.67,1.98,0.0,,0.0,13.23,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:09:25,2021-01-01 00:11:36,2021-01-01 00:11:50,2021-01-01 00:24:14,95,130,4.74,744,16.21,0.0,0.49,1.44,0.0,,0.0,13.77,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:24:22,2021-01-01 00:25:08,2021-01-01 00:25:39,2021-01-01 00:41:59,130,216,5.61,980,20.2,0.0,0.61,1.79,0.0,,0.0,16.7,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:10:08,2021-01-01 00:12:22,2021-01-01 00:14:23,2021-01-01 00:30:30,112,7,3.57,968,15.97,0.0,0.48,1.42,0.0,,0.0,19.29,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:30:20,2021-01-01 00:34:34,2021-01-01 00:34:42,2021-01-01 01:09:45,7,265,10.36,2103,44.39,20.0,1.93,0.0,0.0,,0.0,38.16,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:08:32,,2021-01-01 00:09:57,2021-01-01 00:22:54,230,238,2.333,777,9.71,0.0,0.29,0.86,2.75,,0.0,9.1,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:27:59,,2021-01-01 00:31:27,2021-01-01 00:38:26,238,75,1.334,419,7.86,0.0,0.24,0.7,2.75,,1.73,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:39:49,,2021-01-01 00:44:29,2021-01-01 01:09:23,75,183,11.722,1494,25.95,0.47,0.79,2.34,0.0,,0.0,25.52,N,N,N,N,N
HV0003,B02836,B02836,2021-01-01 00:21:22,2021-01-01 00:27:45,2021-01-01 00:28:13,2021-01-01 00:46:20,22,181,7.34,1087,18.91,0.0,0.57,1.68,0.0,,0.0,18.52,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:46:32,2021-01-01 00:59:17,2021-01-01 00:59:41,2021-01-01 01:08:01,178,133,1.38,500,14.15,0.0,0.42,1.26,0.0,,0.0,14.64,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:19:38,,2021-01-01 00:25:16,2021-01-01 00:44:07,161,223,5.07,1131,21.22,1.21,0.67,1.99,2.75,,5.57,15.1,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:48:19,,2021-01-01 00:57:47,2021-01-01 01:09:47,223,7,1.947,720,10.3,0.0,0.31,0.91,0.0,,0.0,8.19,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:09:21,,2021-01-01 00:23:57,2021-01-01 00:35:25,19,265,4.387,688,9.13,0.0,0.27,0.81,0.0,,0.0,11.18,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:37:39,,2021-01-01 00:44:04,2021-01-01 00:53:04,38,122,2.084,540,9.21,0.0,0.19,0.55,0.0,,0.0,6.83,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:47:41,,2021-01-01 00:57:19,2021-01-01 01:01:06,122,191,0.492,227,7.3,0.0,0.22,0.65,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:39:09,,2021-01-01 00:46:58,2021-01-01 01:10:19,61,61,2.841,1401,12.9,0.0,0.39,1.14,0.0,,0.0,14.88,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:16:45,2021-01-01 00:18:16,2021-01-01 00:19:13,2021-01-01 00:25:59,61,177,1.28,406,7.91,0.0,0.24,0.7,0.0,,0.0,5.92,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:02:27,2021-01-01 00:05:01,2021-01-01 00:05:24,2021-01-01 00:10:46,26,227,0.81,322,7.91,0.0,0.24,0.7,0.0,,0.0,7.23,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:11:54,2021-01-01 00:15:17,2021-01-01 00:15:34,2021-01-01 00:22:31,228,228,1.05,417,7.91,0.0,0.24,0.7,0.0,,0.0,7.24,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:24:28,2021-01-01 00:29:25,2021-01-01 00:29:52,2021-01-01 00:35:38,228,227,1.25,346,9.44,0.0,0.28,0.84,0.0,,0.0,8.63,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:35:53,2021-01-01 00:37:53,2021-01-01 00:39:00,2021-01-01 01:02:22,227,187,13.0,1402,25.34,6.12,0.94,2.79,0.0,,0.0,27.91,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:21:12,2021-01-01 00:21:56,2021-01-01 00:23:44,2021-01-01 00:37:38,144,236,4.74,834,21.52,0.0,0.65,1.91,2.75,,0.0,13.28,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:39:31,2021-01-01 00:41:44,2021-01-01 00:42:21,2021-01-01 00:48:28,236,140,1.36,367,7.82,0.0,0.42,0.7,2.75,,2.82,6.47,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:48:06,,2021-01-01 00:52:35,2021-01-01 00:58:36,89,89,1.24,361,7.52,0.0,0.23,0.67,0.0,,0.0,5.47,N,N,N,N,N
HV0003,B02872,B02872,2021-01-01 00:10:33,2021-01-01 00:12:11,2021-01-01 00:14:07,2021-01-01 00:18:26,39,39,1.09,259,7.49,0.0,0.22,0.66,0.0,,0.0,6.2,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:15:46,2021-01-01 00:19:23,2021-01-01 00:20:06,2021-01-01 00:42:10,39,89,4.9,1324,18.36,0.0,0.55,1.63,0.0,,0.0,17.29,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:13:12,,2021-01-01 00:16:15,2021-01-01 00:23:53,129,129,1.762,458,6.47,0.0,0.19,0.57,0.0,,0.0,5.79,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:25:53,,2021-01-01 00:30:50,2021-01-01 00:38:44,129,82,1.257,474,7.03,0.0,0.21,0.62,0.0,,3.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:31:57,,2021-01-01 00:42:18,2021-01-01 00:52:33,82,82,1.588,615,8.78,0.0,0.26,0.78,0.0,,0.0,6.91,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:44:34,,2021-01-01 00:58:03,2021-01-01 01:19:10,82,17,8.19,1267,23.63,0.0,0.71,2.1,0.0,,0.0,19.7,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:02:16,,2021-01-01 00:03:29,2021-01-01 00:23:40,77,61,4.138,1211,15.66,0.0,0.47,1.39,0.0,,0.0,14.73,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:24:03,,2021-01-01 00:29:03,2021-01-01 00:34:35,61,188,1.519,332,6.73,0.0,0.2,0.6,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:37:02,,2021-01-01 00:42:58,2021-01-01 00:47:10,61,189,0.54,252,9.25,0.0,0.28,0.82,0.0,,5.0,7.07,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:43:50,,2021-01-01 00:51:24,2021-01-01 00:58:54,181,61,1.884,450,10.2,0.0,0.31,0.91,0.0,,2.0,7.07,N,N,N,N,N
HV0003,B02875,B02875,2021-01-01 00:17:01,2021-01-01 00:20:12,2021-01-01 00:21:15,2021-01-01 00:33:07,243,116,2.92,712,12.65,0.0,0.38,1.12,0.0,,0.0,11.85,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:34:40,2021-01-01 00:39:52,2021-01-01 00:40:10,2021-01-01 00:53:40,116,168,2.08,810,10.72,0.0,0.32,0.95,0.0,,0.0,11.75,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:02:02,,2021-01-01 00:05:57,2021-01-01 00:14:45,188,61,1.989,528,9.11,0.0,0.27,0.81,0.0,,0.0,6.63,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:24:38,,2021-01-01 00:27:51,2021-01-01 00:42:55,17,177,2.992,904,13.81,0.0,0.41,1.23,0.0,,0.0,10.89,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:44:07,,2021-01-01 00:48:01,2021-01-01 00:55:20,37,37,1.227,439,7.24,0.0,0.22,0.64,0.0,,0.0,5.47,N,N,N,N,N
HV0003,B02871,B02871,2021-01-01 00:07:44,2021-01-01 00:09:59,2021-01-01 00:11:59,2021-01-01 00:35:21,61,249,6.08,1402,21.9,0.0,0.66,1.94,2.75,,0.0,19.01,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:42:00,2021-01-01 00:44:43,2021-01-01 00:45:04,2021-01-01 01:15:58,231,166,9.12,1854,40.26,0.0,1.21,3.57,2.75,,0.0,26.13,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:35:42,2021-01-01 00:41:06,2021-01-01 00:43:06,2021-01-01 00:53:35,121,16,4.85,629,15.35,0.0,0.46,1.36,0.0,,0.0,11.82,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:23:05,2021-01-01 00:26:00,2021-01-01 00:26:00,2021-01-01 00:31:38,41,24,0.88,338,9.35,0.0,0.46,0.84,0.0,,2.82,8.91,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:31:05,2021-01-01 00:34:11,2021-01-01 00:35:15,2021-01-01 00:47:22,24,141,2.98,727,14.17,0.0,0.43,1.26,2.75,,0.0,11.48,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:48:51,2021-01-01 00:50:11,2021-01-01 00:52:11,2021-01-01 01:05:26,141,79,3.15,795,14.41,0.0,0.43,1.28,2.75,,0.0,12.24,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:47:54,2021-01-01 00:57:51,2021-01-01 00:59:52,2021-01-01 01:13:32,6,206,3.88,820,16.3,0.0,0.49,1.45,0.0,,0.0,11.62,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:09:30,2021-01-01 00:13:13,2021-01-01 00:13:32,2021-01-01 00:26:30,188,133,2.5,778,9.75,0.0,0.29,0.87,0.0,,0.0,9.71,N,N, ,N,N
